	Unnamed: 0	sentiment	sentence
4202	201	0	uccofficial should check telecom companies and prove wether they are really providing g network airtelug cant even stream a whatsapp status without breaking 
4205	204	0	if africa doesnt work on the internet issue we are far from being self reliant no business can thrive with these kind of poor connections airtelug explain to me how minutes of browsing makes usage of your poor internet connection am not happy with your services 
4216	215	0	gloriahindu airtelug i thought thats their new way of cheating us 
4218	217	0	airtelug is the most frustrating while streaming moreover near a mast 
4220	219	0	airtelug naye your g putlitterinitsplace 
4225	224	0	dear airtelug kindly work on your internet otherwise tukooyeimagine ks n it cant even load a ka simple pagetulikuki wano 
4226	225	0	airtelug what happened to your internet for now days your internet is too slow where did the g go 
4227	226	0	nickopiyo airtelug ure modem has no problem kulambiro where i stay totally had no coverage of g but i saw them launch g in karamoja 
4229	228	0	lol bambi i am tired of airtelug internet hours joy disappointedrelieved 
4230	229	0	airtelug i have had the worst internet experience for the last two months is this the new service now 
4232	231	0	this same thing is happening to me of recent i put weekly gb but it lasts for only two days my damn k is paining me airtelug whats wrong with your services fake g network everything fake 
4236	235	0	allenicia airtelug invested in making the g but they did nothing to make sure we actually use that g 
4237	236	0	please work on ur g network as u claim it to be fast bcos it is not airtelug 
4240	239	0	airtelug i subscribed k monthly datasms and mins yesterday but my data is not responding upto nowany help 
4244	243	0	airtelug tired of your fake apparently g internet does not work 
4245	244	0	airtel is just crap at our place just here in kasubi i cant access internet at night at alleveryday i call customer care and they say that is network congestion neri airtelug then am like why dont we roll back to g where at least things used to work 
4246	245	0	dear airtelug kindly work on your systems the way how youre chopping our data is not normal no mifi imei if this problem exceeds this weekend we shall change to other service providers on monday thanks 
4248	247	0	eyo airtelug ive been a loyal customer but your g network is shit a myth regards 
4249	248	0	its really frustrating using airtelug datambu g nio 
4250	249	0	airtelug i need to understand why i can not use my data please before i lose it pout grimacing 
4252	251	0	just reminding myself and yall that airtelug sold me gb and lied it was gb even tho their own customer care personnel tell me it was in fact gb not gb a service center attendant confirms it was gb my mifi too says it was gb 
4256	255	0	airtelug is there a data network problem it is flaky moving from edge to h to off and back again yes i have rebooted my phone 
4257	256	0	airtelug internet is too slow i have been downloading one file for hours now 
4262	261	0	airtelug why am i unable to use my internet bundles will you extend the expiry date of my bundle should i move to lorengedwat 
4263	262	0	i have to be honest i switched from airtelug to mtn internet two days ago and i tell you my experience with it is super wow airtel is too annoying and i had to move on mtn is the best in uganda 
4264	263	0	airtelug i dont experience its so called fast speedits on and off 
4266	265	0	benjaminebiru airtelug im off their network but it works for me well because they were demanding me their internet was also too shity joy so im good 
4270	269	0	airtelug indians amuse me g claims but theres places in kampala i know of where your data expires bc tha network is ever tripping and always shows e thats g mf 
4272	271	0	but airtelug the way you chop data 
4276	275	0	abwoolikajango airtelug oooooh the rubbish that is airtel internet rolleyes its a scam 
4277	276	0	airtelug slow very slow even after buying or gb it is slow 
4278	277	0	i am retweeting every tweet complaining about airtelug internetbecause its tew much rolleyes 
4279	278	0	airtelug whats wrong with your internet speeds internet is too slow 
4289	288	0	airtelug these numbers are under my nin we cant make calls but we receive thanks 
4310	309	0	airtelug tell your agent samson whom i spoke to about airtel bank transaction that he lied to me very well and i appreciate the lies vgsoma smirk 
4317	316	0	airtelug i hate u airtel last time i gave the right answer within the fast five people you gave some other people customers agents 
4327	326	0	so airtelug has no option to check for ott validity even to buy ott u have to like go through other codes as if u r going to buy data not straight forward at all very poor user experience 
4331	330	0	airtelug whyyy sleepy my friend slept with mbs on phone she woke up to mbs smirk simanyi we now download dreams from youtube okwoman 
4334	333	0	may the cyber gods curse airtelug for slowing down the internet speeds of vpn users may they rain burning sulphur on the brains behind this move 
4335	334	0	airtelug your internet rates are okay but the connection is pathetic you better work on that 
4337	336	0	airtelug i have sent you my number in your dm location nansana on average bars internet can disconnect itself 
4338	337	0	airtelug internet is overrated 
4341	340	0	airtelug i had bought data at pm your internet wasnt working so i switched to wireless now ive got a message that my data is used up 
4343	342	0	amcreezy airtelug i wish how fast they reply tweets after we call them dogs is how fast their internet is weary and the way they say dm nio u think theyll work on u instantly smirk 
4344	343	0	airtelug i cant freely stream live radiomusic without much buffering i have a g sim what could be the cause 
4349	348	0	wabula omunti assanye okuva ku airtelug which translates into relocation how can a cuntry have pathetic data speeds that cost an arm and a leg in todays digital economy space 
